CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/1/1986,168300,GEORGE WILLIAMS COLLEGE,GEORGE WILLIAMS COLLEGE,555 31ST ST,DOWNERS GROVE,IL,60517,
1/1/1986,377506,EASTERN WASHINGTON UNIVERSITY,EASTERN WASHINGTON UNIVERSITY - SPOKANE (1),705 WEST 1ST,SPOKANE,WA,99201-3900,
1/1/1986,664000,COLUMBIA HOSPITAL SCHOOL OF NURSING,COLUMBIA HOSPITAL SCHOOL OF NURSING,2121 EAST NEWPORT AVENUE,MILWAUKEE,WI,53211,
1/1/1986,2135800,OVERLOOK HOSPITAL SCHOOL OF RADIATION THERAPY TECHNOLOGY,OVERLOOK HOSPITAL SCHOOL OF RADIATION THERAPY TECHNOLOGY,193 MORRIS AVE,SUMMIT,NJ,7901,
1/1/1986,2271200,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,400 HOBART STREET,CADILLAC,MI,49601,
1/1/1988,636500,MERCY SCHOOL OF NURSING OF DETROITOIT,MERCY SCHOOL OF NURSING OF DETROITOIT,660 CLINTON STREET,DETROIT,MI,48226,
1/1/1988,646900,ST MARYS HOSPITAL SCHOOL OF NURSING,ST MARYS HOSPITAL SCHOOL OF NURSING,380 GUY PARK AVE,AMSTERDAM,NY,12010,
1/1/1988,2147200,BORGESS MEDICAL CENTER SCHOOL OF MEDICAL TECHNOLOGY,BORGESS MEDICAL CENTER SCHOOL OF MEDICAL TECHNOLOGY,1521 GULL ROAD,KALAMAZOO,MI,49001,
1/1/1988,2170800,WEST FLORIDA MEDICAL CENTER SCHOOL RADIOLOGIC TECHLGY,WEST FLORIDA MEDICAL CENTER SCHOOL RADIOLOGIC TECHLGY,8383 NORTH DAVIS HIGHWAY,PENSACOLA,FL,32504,
1/1/1988,2258200,UNION SETTLEMENT ASSOCIATION TRAINING SCHOOL (CLOSED),UNION SETTLEMENT ASSOCIATION TRAINING SCHOOL (CLOSED),174 E 104TH STREET,NEW YORK,NY,10029,
1/1/1988,3004600,ALLURE CAREER COLLEGE OF BEAUTY EAST,ALLURE CAREER COLLEGE OF BEAUTY EAST,8822 EAST BROADWAY,TUCSON,AZ,85710,
1/1/1989,2158101,GOLDEN STATE SCHOOL,BRANCH,890 POMEROY AVE,SANTA CLARA,CA,95051,
1/1/1990,725301,FEDERICO BEAUTY INSTITUTE,FEDERICO COLLEGES OF HAIRSTYLING,3725 LAKE TAHOE BLVD BOX 201,SOUTH LAKE TAHOE,CA,95705,
1/1/1990,743400,COMPUTER SYSTEMS INSTITUTE,COMPUTER SYSTEMS INSTITUTE,900 PENN AVENUE,PITTSBURGH,PA,15222,
1/1/1990,743401,COMPUTER SYSTEMS INSTITUTE,COMPUTER SYSTEMS INSTITUTE,996 SOUTH MAIN STREET,MEADVILLE,PA,16335,
1/1/1990,1151500,CENTRAL MESABI MEDICAL CENTER,CENTRAL MESABI MEDICAL CENTER,750 EAST 34TH STREET,HIBBING,MN,55746,
1/1/1990,2295202,UNITED SCHOOLS,TRAINING SITE,HURRICAN CREEK INDUSTRIAL SITE,BAUXITE,AR,72011,
1/1/1990,2295204,UNITED SCHOOLS,TRAINING SITE,TAMPA EXPO PK 4800 US 301 N,TAMPA,FL,33610,
1/1/1990,2295206,UNITED SCHOOLS,TRAINING SITE,16374 RUNWAY DR,BROOKSVILLE,FL,34609,
1/1/1990,2582901,KAPLAN CAREER INSTITUTE,TOTAL TECHNICAL INSTITUTE,9220 SKILLMEN STREET,DALLAS,TX,75243,
1/1/1991,722500,DELOUX SCHOOL OF COSMETOLOGY,DELOUX SCHOOL OF COSMETOLOGY,8300 PARADISE VLY ROAD,SPRING VALLEY,CA,92077,
1/1/1991,1088500,DELOUX SCHOOLS OF COSMETOLOGY/VISTA,DELOUX SCHOOLS OF COSMETOLOGY/VISTA,115 EAST VISTA WAY,VISTA,CA,92083,
1/1/1991,1228600,DELOUX SCHOOLS OF COSMETOLOGY,DELOUX SCHOOLS OF COSMETOLOGY,9969 MIRA MESA BOULEVARD,SAN DIEGO,CA,92131,
1/1/1991,1233900,DELOUX SCHOOLS OF COSMETOLOGY,DELOUX SCHOOLS OF COSMETOLOGY,3160 SANTA RITA ROAD SUITE B-3,PLEASANTON,CA,94566,
1/1/1991,1233901,DELOUX SCHOOLS OF COSMETOLOGY,BRANCH CAMPUS,211 E 3RD AVE,SAN MATEO,CA,94401,
1/1/1991,1294100,DELOUX SCHOOL OF COSMETOLOGY SUNNYMEAD,DELOUX SCHOOL OF COSMETOLOGY SUNNYMEAD,24741 ALLESSANDRO BOULEVARD,SUNNYMEAD,CA,92388,
1/1/1991,1298600,DELOUX SCHOOL OF COSMETOLOGY HEMET,DELOUX SCHOOL OF COSMETOLOGY HEMET,2627 WEST FLORIDA,HEMET,CA,92343,
1/1/1991,1298601,DELOUX SCHOOL OF COSMETOLOGY HEMET,BRANCH CAMPUS,72261 STATE HWY 111,PALM DESERT,CA,92343,
1/1/1991,2177000,BROOKS SCHOOL OF BARBERING AND HAIRSTYLING,BROOKS SCHOOL OF BARBERING AND HAIRSTYLING,262 UNIVERSITY AVENUE,ST PAUL,MN,55103,
1/1/1992,1204713,MTA SCHOOL RESIDENT SCHOOL,MTA SCHOOL RESIDENT SCHOOL,2077 PIKE AVENUE,SAN LEANDRO,CA,94577-0000,
1/1/1992,2497000,AMERICAN COLLEGE OF ELECTROLOGY,AMERICAN COLLEGE OF ELECTROLOGY,2285 WILLOW PASS ROAD,CONCORD,CA,94520,
1/1/1993,620100,ORANGE COUNTY VOCATIONAL SCHOOL OF PRACTICAL NURSING,ORANGE COUNTY VOCATIONAL SCHOOL OF PRACTICAL NURSING,325 NORTH PAMETTO AVENUE,ORLANDO,FL,32801,
1/1/1993,692100,ST LUKES HOSPITAL,ST LUKES HOSPITAL,11311 SHAKER BOULEVARD,CLEVELAND,OH,44104,
1/1/1993,1238900,UTICA SCHOOL FOR PRACTICAL NURSING,UTICA SCHOOL FOR PRACTICAL NURSING,24 PROSPECT ST,UTICA,NY,13501,
1/1/1993,2152900,MEMPHIS PRO TRUCK DRIVER TRAINING COMPANY,MEMPHIS PRO TRUCK DRIVER TRAINING COMPANY,450 WINCHESTER ROAD,MEMPHIS,TN,38116,
1/1/1995,750000,RADIO ENGINEERING INSTITUTE,RADIO ENGINEERING INSTITUTE,MERGED WITH 011814,OMAHA,NE,68131,
1/1/1996,2205302,SAVANNAH RIVER COLLEGE,KERR BUSINESS COLLEGE,3011 HOGANSVILLE HIGHWAY,LA GRANGE,GA,30240,
1/1/1996,3014500,WEBER SCHOOL OF HAIR DESIGN,WEBER SCHOOL OF HAIR DESIGN,3910 - 25TH STREET,COLUMBUS,IN,47203,
1/1/1997,1095800,HIGHLAND HILLS BEAUTY ACADEMY,HIGHLAND HILLS BEAUTY ACADEMY,5316 WEST 20TH STREET,GREELEY,CO,80631,
1/1/1997,2134700,KINGS COUNTY HOSPITAL CENTER SCHOOL OF ANESTHESIA FOR NURSES,KINGS COUNTY HOSPITAL CTR SCH OF ANESTHESIA FOR NURSES,451 CLARKSON AVE T BLDG,BROOKLYN,NY,11203,
1/1/2002,248907,MISSOURI VALLEY COLLEGE,MISSOURI VALLEY COLLEGE - BLUE SPRINGS CAMPUS OF METROPOLITAN COMM. CO,1501 WEST JEFFERSON STREET,BLUE SPRINGS,MO,64015-7242,
1/1/2002,260705,FAIRLEIGH DICKINSON UNIVERSITY,FAIRLEIGH DICKINSON UNIVERSITY - ISRAEL,30 YIGAL ALON STREET,TEL AVIV,,,ISRAEL
1/1/2002,323124,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - ALLEGHENY CAMPUS -,ARMSTRONG EDUCATIONAL TRUST WEST HILLS COMMONS-81 GLADE DRIVE,KITTANNING,PA,16021-0000,
1/1/2002,793308,FRONT RANGE COMMUNITY COLLEGE,FRONT RANGE COMMUNITY COLLEGE - REMINGTON CAMPUS,1400 REMINGTON STREET,FORT COLLINS,CO,80524-4142,
1/1/2003,905817,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 017,ROSEMOUNT COMMUNITY CENTER 13885 SOUTH ROBERT TRAIL,ROSEMOUNT,MN,55068-3438,
1/1/2004,214705,EMMANUEL COLLEGE,EMMANUEL COLLEGE - CHARLESTOWN CAMPUS,DELTA DENTAL PLAN OF MA 465 MEDFORD STREET,CHARLESTOWN,MA,02129-1417,
1/1/2004,323113,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,COMMUNITY COLLEGE OF ALLEGHENY COUNTY -BOYCE CAMPUS,LENAPE VOC. TECHNICAL SCHOOL 2215 CHAPLIN AVENUE,FORD CITY,PA,16226-0000,
1/1/2004,323125,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - ALLEGHENY CAMPUS -,STEEL CENTER AVTS 565 LEWIS RUN ROAD,CLAIRTON,PA,15015-0000,
1/1/2004,323126,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - ALLEGHENY CAMPUS -,SOUTH VO. TECH. HIGH SCHOOL 930 EAST CARSON STREET,PITTSBURGH,PA,15203-0000,
1/1/2004,323133,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - ALLEGHENY CAMPUS -,MON-VALLEY CENTER 993 FIFTH AVENUE,MCKEESPORT,PA,15132-0000,
1/1/2005,3067209,UNIVERSITY OF SYDNEY,UNIVERSITY OF SYDNEY - ORANGE CAMPUS,LEEDS PARADE,ORANGE,,,AUSTRALIA
1/1/2006,854707,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 7,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 7 - THE MEADOWS CTR,25TH & POPLAR,TERRE HAUTE,IN,47803-2653,
1/1/2007,190904,CLOUD COUNTY COMMUNITY COLLEGE,CLOUD COUNTY COMMUNITY COLLEGE - GREEN PARK APARTMENTS,1439 NORTH CALHOUN STREET,JUNCTION CITY,KS,66441-5218,
1/1/2007,190906,CLOUD COUNTY COMMUNITY COLLEGE,CLOUD COUNTY COMMUNITY COLLEGE - HERINGTON EDUCATION CENTER,715 SOUTH BROADWAY,HERINGTON,KS,67449-3059,
1/1/2007,190907,CLOUD COUNTY COMMUNITY COLLEGE,CLOUD COUNTY COMMUNITY COLLEGE - WACONDA EAST HIGH SCHOOL,913 7TH STREET,CAWKER CITY,KS,66968-9620,
1/1/2007,1041801,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,ITESM - CAMPUS GUAYMAS,BAHIA DEL BACOCHIBAMPO,SONORA,,,MEXICO
1/1/2007,2586800,HARRISON CAREER INSTITUTE-,HARRISON CAREER INSTITUTE-,1386 SOUTH DELSEA DRIVE,VINELAND,NJ,08360-6210,
1/1/2007,3105702,NEWBRIDGE COLLEGE - MONTEREY PARK,NEWBRIDGE COLLEGE - MONTEREY PARK - STANTON,12362 BEACH BOULEVARD SUITE 100,STANTON,CA,90680-3900,
1/1/2008,182601,PURDUE UNIVERSITY - NORTH CENTRAL,PURDUE UNIVERSITY NORTH CENTRAL - PORTAGE WEST HIGH SCHOOL,6400 EAST US HIGHWAY 6,PORTAGE,IN,46368-5198,
1/1/2008,190227,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOOL -,PIONEER VO-TECH CAMPUS 2101 NORTH ASH,PONCA CITY,OK,74601-0000,
1/1/2008,259101,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NH - CONWAY,GRANITE STATE COLLEGE NORTH COUNTRY-CONWAY,CONWAY,NH,03818-0385,
1/1/2008,259102,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH STATE UNIVERSITY  OF THE UNIVERSITY SYSTEM OF NH - LEBANON,GRANITE STATE COLLEGE 325 MT. SUPPORT ROAD - SUITE 2,LEBANON,NH,03766-0013,
1/1/2008,259112,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH STATE UNIVERSITY OF THE UNIV.SYSTEM OF NH - PORTSMOUTH,SEACOAST REGION - PORTSMOUTH 51 INTERNATIONAL DRIVE,PORTSMOUTH,NH,03802-2882,
1/1/2008,259114,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NH - LEBANON,LEBANON HIGH SCHOOL 195 HANOVER STREET,LEBANON,NH,03766-0000,
1/1/2008,460849,BARTON COUNTY COMMUNITY COLLEGE,BARTON COUNTY COMMUNITY COLLEGE - COMANCHE COUNTY AMBULANCE SERVICE,401 NORTH CENTRAL,COLDWATER,KS,67029-0685,
1/1/2008,1146002,NATIONAL UNIVERSITY,NATIONAL UNIVERSITY - #4121,4121 CAMINO DEL RIO SOUTH,SAN DIEGO,CA,92108-4194,
1/1/2008,1146004,NATIONAL UNIVERSITY,NATIONAL UNIVERSITY - #4141,4141 CAMINO DEL RIO SOUTH,SAN DIEGO,CA,92108-4194,
1/1/2008,12098821,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - ORO GRANDE ELEMENTARY SCHOOL (OTL),1250 PAWNEE DRIVE,LAKE HAVASU CITY,AZ,86406-8764,
1/1/2008,20166460,UNIVERSITY OF ST. FRANCIS,UNIVERSITY OF SAINT FRANCIS - KINDRED HOSPITAL FLAMINGO,2250 FLAMINGO ROAD,LAS VEGAS,NV,89119-5117,
1/1/2008,20166466,UNIVERSITY OF ST. FRANCIS,UNIVERSITY OF SAINT FRANCIS - MINOOKA HIGH SCHOOL,301 SOUTH WABENA AVENUE,MINOOKA,IL,60447-9466,
1/1/2009,974308,BELLEVUE UNIVERSITY,BELLEVUE UNIVERSITY - DES MOINES,DES MOINES AREA COMMUNITY COLLEGE,DES MOINES,IA,50021-0000,
1/1/2009,974334,BELLEVUE UNIVERSITY,BELLEVUE UNIVERSITY -,7200 NW 86TH STREET,KANSAS CITY,MO,64153-7200,
1/1/2009,2219502,MILDRED ELLEY,MILDRED ELLEY  -  GLENMONT JOB CORPS,822 RIVER ROAD,GLENMONT,NY,12077-0000,
1/1/2009,2263701,MIAMI VALLEY CAREER TECHNOLOGY CENTER,MIAMI VALLEY CAREER TECHNOLOGY CENTER - THE JOB CENTER,1133 EDWIN C. MOSES BOULEVARD,DAYTON,OH,45408-0000,
1/1/2009,2263702,MIAMI VALLEY CAREER TECHNOLOGY CENTER,MIAMI VALLEY CAREER TECHNOLOGY CENTER - GREENE COUNTY CAREER CENTER,2960 WEST ENON ROAD,XENIA,OH,45385-0000,
1/1/2009,2263703,MIAMI VALLEY CAREER TECHNOLOGY CENTER,MIAMI VALLEY CAREER TECHNOLOGY CENTER - VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428-0000,
1/1/2009,3108103,SUMMIT COLLEGE,SUMMIT CAREER COLLEGE-,760 VIA LATA,COLTON,CA,92324-3913,
1/1/2010,259119,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,PLYMOUTH STATE UNIV OF THE UNIV SYSTEM OF NEW HAMPSHIRE - CHESHIRE,CHESHIRE TECH VOCATIONAL CENTER 43 ARCH STREET,KEENE,NH,03431-2232,
1/1/2010,322407,UNIVERSITY OF PORTLAND,UNIVERSITY OF PORTLAND - GUAM,DIOCESE PASTORIAL MINISTRY CENTRE 196 B CUESTA SAN RAMON,HAGATNA,GU,96910-0000,
1/1/2010,322429,UNIVERSITY OF PORTLAND,UNIVERSITY OF PORTLAND - NORTH CLACKAMAS (LOT WHITCOMB ELEMENTARY),7400 SOUTH EAST THOMPSON ROAD,MILWAUKIE,OR,97222-1967,
1/1/2011,130702,FRESNO CITY COLLEGE,FRESNO CITY COLLEGE - MANCHESTER EDUCATIONAL RESOURCE CENTER,1901 E. SHIELDS,FRESNO,CA,93726-5313,
1/1/2011,1014925,PEPPERDINE UNIVERSITY,PEPPERDINE UNIVERSITY - HUNTINGTON BEACH,5301 BOLSA AVENUE,HUNTINGTON BEACH,CA,92647-2048,
1/1/2011,1014926,PEPPERDINE UNIVERSITY,PEPPERDINE UNIVERSITY - SEAL BEACH,2201 SEAL BEACH BOULEVARD,SEAL BEACH,CA,90740-5603,
1/1/2011,1265203,ONONDAGA CORTLAND MADISON BOCES,ONONDAGA CORTLAND MADISON BOCES-CORTLAND,CLINTON AVENUE EXTENSION,CORTLAND,NY,13045-9618,
1/1/2012,104749,TROY UNIVERSITY,TROY UNIVERSITY - FORT MYER,239 SHERIDAN AVENUE BUILDING 417 ROOM 215C,FORT MYER,VA,22211-0000,
1/1/2012,135019,COLORADO STATE UNIVERSITY,COLORADO STATE UNIVERSITY - BRIGHTON LEARNING CENTER,1850 EGBERT STREET,BRIGHTON,CO,80601-2404,
1/1/2012,248027,LINDENWOOD UNIVERSITY,LINDENWOOD UNIVERSITY - O'FALLON,100 NORTH MAIN STREET,O'FALLON,MO,63366-2200,
1/1/2012,1014929,PEPPERDINE UNIVERSITY,PEPPERDINE UNIVERSITY - PRATT & WHITNEY ROCKETDYNE,8900 DESOTO AVENUE,CANOGA PARK,CA,91304-1967,
1/1/2013,1302203,CITY UNIVERSITY OF SEATTLE,CITY UNIVERSITY - NORTHGATE SITE,2150 NORTH 107TH STREET SUITE 300,SEATTLE,WA,98133-9009,
1/1/2013,2074402,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,ILLINOIS EASTERN CMTY COL - FRONTIER CMTY COL - NEWTON CENTER,207 EAST JOURDAN STREET,NEWTON,IL,62448-1513,
1/1/2013,2171529,WESTERN INTERNATIONAL UNIVERSITY,WESTERN INTERNATIONAL UNIVERSITY - SALT RIVER PROJECT - PAB,1521 NORTH PROJECT DRIVE,TEMPE,AZ,85281-1206,
1/1/2013,2312400,LA COLLEGE INTERNATIONAL,LA COLLEGE INTERNATIONAL,3200 WILSHIRE BOULEVARD #400,LOS ANGELES,CA,90010-1308,
1/1/2014,245330,CENTRAL METHODIST UNIVERSITY,CENTRAL METHODIST UNIVERSITY - CMU - WAYNESVILLE,320 ICHORD AVENUE,WAYNESVILLE,MO,65583-0000,
1/1/2014,278523,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY - 55 BROAD STREET,55 BROAD STREET,NEW YORK,NY,10004-2501,
1/1/2014,352637,TREVECCA NAZARENE UNIVERSITY,TREVECCA NAZARENE UNIVERSITY - GOODLETTSVILLE,400 LORETTA DRIVE,GOODLETTSVILLE,TN,37072-3550,
1/1/2014,2070505,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,33333 GOLDEN LANTERN STREET,DANA POINT,CA,92629-0000,
1/1/2014,2070510,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,525 NORTH SHAFFER STREET,ORANGE,CA,92867-0000,
1/1/2014,2070511,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,3920 EAST SPRING STREET,ORANGE,CA,92869-0000,
1/1/2014,2070512,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,500 NORTH BRADFORD AVENUE,PLACENTIA,CA,92807-0000,
1/1/2014,2070513,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,1244 EAST CYPRESS STREET,ANAHEIM,CA,92805-3363,
1/1/2014,2070517,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,154 SOUTH SHAFFER STREET,ORANGE,CA,92866-0000,
1/1/2014,2070520,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,13200 CLARK AVENUE,DOWNEY,CA,90242-0000,
1/1/2014,2070521,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,6535 CEDROS AVENUE,VAN NUYS,CA,91411-0000,
1/1/2014,2070523,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,3600 FRAZIER STREET,BALDWIN PARK,CA,91706-0000,
1/1/2014,2070524,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,10932 PINE STREET,LOS ALAMITOS,CA,90720-0000,
1/1/2014,2070526,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,11909 ROSECRANS AVENUE,NORWALK,CA,90650-0000,
1/1/2014,2070528,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,1221 MONTEREY ROAD,GLENDALE,CA,91206-2521,
1/1/2014,2070534,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,2085 WEST ACACIA AVENUE,HEMET,CA,92545-0000,
1/1/2014,2070540,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,5657 MERIDIAN STREET,LOS ANGELES,CA,90042-4207,
1/1/2014,2070552,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,1601 LONGHORN DRIVE,VISTA,CA,91941-0000,
1/1/2014,2070557,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,4833 DOLIVA DRIVE,SAN DIEGO,CA,92117-0000,
1/1/2014,2070558,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,2285 MURRAY RIDGE ROAD,SAN DIEGO,CA,92123-0000,
1/1/2014,2070560,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,5862 C STREET,CHINO,CA,91710-0000,
1/1/2014,2070561,CONCORDIA UNIVERSITY,CONCORDIA UNIVERSITY -,760 VICTORIA STRET,COSTA MESA,CA,92627-0000,
1/1/2014,10252107,WEBSTER UNIVERSITY,WEBSTER UNIVERSITY - COLORADO NATIONAL GUARD,9250 EAST COSTILLA AVENUE SUITE 310,GREENWOOD VILLAGE,CO,80112-9999,
1/1/2015,170704,LEWIS UNIVERSITY,LEWIS UNIVERSITY - TIMOTHY J. O'CONNOR TRAINING CENTER,CHICAGO POLICE ACADEMY 1300 WEST JACKSON BOULEVARD,CHICAGO,IL,60607-2899,
1/1/2017,187102,IOWA WESLEYAN UNIVERSITY,IOWA WESLEYAN UNIVERSITY - MUSCATINE (MCC),152 COLORADO STREET,MUSCATINE,IA,52761-5396,
1/1/2017,2074408,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE - SLCC,ST. LAWRENCE CATHOLIC CHURCH HALL 1006 COLLINS AVENUE,LAWRENCEVILLE,IL,62439-0000,
1/1/2018,347107,SOUTH DAKOTA STATE UNIVERSITY,SOUTH DAKOTA STATE UNIVERSITY - COLLEGE OF NURSING RN UPWARD MOBILITY,255 ROTUNDA LANE,BROOKINGS,SD,57007-2275,
1/1/2018,1014235,TOURO COLLEGE,TOURO COLLEGE  -  WINTHROP UNIVERSITY HOSPITAL,286 OLD COUNTRY ROAD,MINEOLA,NY,00000-0000,
1/2/1991,2273501,NORTHWEST SCHOOLS,TRAINING SITE,1700 E THOMAS RD,PHOENIX,AZ,85016,
1/2/1992,191604,FORT SCOTT COMMUNITY COLLEGE,FORT SCOTT COMMUNITY COLLEGE - TRUCK DRIVING CENTER,1401 FAIRFAX TRAFFICWAY ROOM 362,KANSAS CITY,KS,66115-1405,
1/2/1992,2256600,DEBBIE'S SCHOOL OF BEAUTY CULTURE,DEBBIE'S SCHOOL OF BEAUTY CULTURE,7050 S LAFAYETTE AVE,CHICAGO,IL,60621,
1/2/1992,2284000,PAINTERS COLLEGE OF BEAUTY,PAINTERS COLLEGE OF BEAUTY,PO BOX 203,ROY,UT,84067,
1/2/1992,2504400,VOCATIONAL INSTITUTE,VOCATIONAL INSTITUTE,3810 WEST 12TH AVENUE,HIALEAH,FL,33012,
1/2/1995,2262275,NATIONAL ACADEMY FOR PARALEGAL STUDIES,WINTHROP COLG,209 TILLMAN,ROCK HILL,SC,29733,
1/2/1995,2539801,QUEEN CITY COLLEGE,QUEEN CITY COLLEGE,800 HIGHWAY 1 SOUTH,GREENVILLE,MS,38701-0000,
1/2/1996,1200200,ACADEMY OF COSMETOLOGY,ACADEMY OF COSMETOLOGY,14352 LAKE CITY WAY NE,SEATTLE,WA,98125,
1/2/1996,1210000,VOGUE COLLEGE #31,VOGUE COLLEGE #31,7302 BURNET ROAD,AUSTIN,TX,78757,
1/2/1997,180510,INDIANA INSTITUTE OF TECHNOLOGY,INDIANA INSTITUTE OF TECHNOLOGY,207 N. ELKHART STREET C/O NORTHWOOD MIDDLE SCHOOL,WAKARUSA,IN,46573-9729,
1/2/1997,180513,INDIANA INSTITUTE OF TECHNOLOGY,INDIANA INSTITUTE OF TECHNOLOGY -,902 N. MARKET STREET C/O SEWARD MEMORIAL BLDG.,NORTH MANCHESTER,IN,46962-0000,
1/2/1997,2610600,TUALATIN COLLEGE OF BEAUTY,TUALATIN COLLEGE OF BEAUTY,19350 SOUTHWEST BOONES FERRY ROAD,TUALATIN,OR,97062,
1/2/2001,3354300,BETA TRAINING SERVICES,BETA TRAINING SERVICES,10 W. BALTIMORE AVENUE SUITE 101,LANSDOWNE,PA,19052-2155,
1/2/2007,3004700,MUNDUS INSTITUTE,MUNDUS INSTITUTE,2001 WEST CAMELBACK SUITE 400,PHOENIX,AZ,85015-3665,
1/2/2007,52098897,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX - BEVERLY HOSPITAL,309 WEST BEVERLY BOULEVARD,MONTEBELLO,CA,90610-4308,
1/2/2008,528203,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARTSVILLE,TENNESSEE TECHNOLOGY CENTER AT HARTSVILLE -,401 NORTH BOYERS AVENUE,GALLATIN,TN,37066-2389,
1/2/2013,4211808,COLLEGE OF WESTERN IDAHO,COLLEGE OF WESTERN IDAHO - BSU CENTER DIESEL TECH,1319 BRONCO CIRCLE,BOISE,ID,83725-0001,
1/2/2013,4211809,COLLEGE OF WESTERN IDAHO,COLLEGE OF WESTERN IDAHO - BSU CENTER MECHANICAL TECHNOLOGY,1490 UNIVERSITY DRIVE,BOISE,ID,83725-0001,
1/2/2015,115402,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - BAY AREA TEACHERS CENTER,755 OCEAN AVENUE LICK WILMERDING HIGH SCHOOL,SAN FRANCISCO,CA,94112-1856,
1/2/2015,115404,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - TEACHER CREDENTIAL PGM (ELK GROVE),9510 ELK GROVE-FLORIN ROAD,ELK GROVE,CA,95624-1801,
1/2/2015,115412,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - BAY AREA TEACHER TRAINING INSTITUTE,6134 HARWOOD AVENUE,OAKLAND,CA,94618-1340,
1/2/2015,115413,SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO STATE UNIVERSITY - SAN MATEO COUNTY OFFICE OF EDUCATION,101 TWIN DOLPHIN DRIVE,REDWOOD CITY,CA,94065-1064,
